import_id,first_name,last_name,display_name,normalized_name,sport,is_professional,is_nickname,alternate_names,needs_review
3166,Damian,Jones,Damian Jones,damian jones,Basketball,true,false,{},false
3167,Chinanu,Onuaku,Chinanu Onuaku,chinanu onuaku,Basketball,true,false,{},false
3168,Cheick,Diallo,Cheick Diallo,cheick diallo,Basketball,true,false,{},false
3169,Chasson,Randle,Chasson Randle,chasson randle,Basketball,true,false,{},false
3170,Caris,LeVert,Caris LeVert,caris levert,Basketball,true,false,{},false
3171,Daniel,Ochefu,Daniel Ochefu,daniel ochefu,Basketball,true,false,{},false
3172,Derrick,Jones Jr.,Derrick Jones Jr.,derrick jones jr.,Basketball,true,false,{},false
3173,Denzel,Valentine,Denzel Valentine,denzel valentine,Basketball,true,false,{},false
3174,Demetrius,Jackson,Demetrius Jackson,demetrius jackson,Basketball,true,false,{},false
3175,Dejounte,Murray,Dejounte Murray,dejounte murray,Basketball,true,false,{},false
3176,DeAndre',Bembry,DeAndre' Bembry,deandre' bembry,Basketball,true,false,{},false
3177,Davis,Bertans,Davis Bertans,davis bertans,Basketball,true,false,{},false
3178,David,Nwaba,David Nwaba,david nwaba,Basketball,true,false,{},false
3179,Dario,Saric,Dario Saric,dario saric,Basketball,true,false,{},false
3180,Danuel,House,Danuel House,danuel house,Basketball,true,false,{},false
3181,Buddy,Hield,Buddy Hield,buddy hield,Basketball,true,false,{},false
3182,Bryn,Forbes,Bryn Forbes,bryn forbes,Basketball,true,false,{},false
3183,Andrew,Harrison,Andrew Harrison,andrew harrison,Basketball,true,false,{},false
3184,Alex,Poythress,Alex Poythress,alex poythress,Basketball,true,false,{},false
3185,Alex,Abrines,Alex Abrines,alex abrines,Basketball,true,false,{},false
3186,AJ,Hammons,AJ Hammons,aj hammons,Basketball,true,false,{},false
3187,Brice,Johnson,Brice Johnson,brice johnson,Basketball,true,false,{},false
3188,Brandon,Ingram,Brandon Ingram,brandon ingram,Basketball,true,false,{},false
3189,Ben,Bentil,Ben Bentil,ben bentil,Basketball,true,false,{},false
3190,Jaylen,Brown,Jaylen Brown,jaylen brown,Basketball,true,false,{},false
3191,Jarrod,Uthoff,Jarrod Uthoff,jarrod uthoff,Basketball,true,false,{},false
3192,Jamal,Murray,Jamal Murray,jamal murray,Basketball,true,false,{},false
3193,Jakob,Poeltl,Jakob Poeltl,jakob poeltl,Basketball,true,false,{},false
3194,Jake,Layman,Jake Layman,jake layman,Basketball,true,false,{},false
3195,Jonathan,Gibson,Jonathan Gibson,jonathan gibson,Basketball,true,false,{},false
3196,Joel,Embiid,Joel Embiid,joel embiid,Basketball,true,false,{},false
3197,Joel,Bolomboy,Joel Bolomboy,joel bolomboy,Basketball,true,false,{},false
3198,Fred,VanVleet,Fred VanVleet,fred vanvleet,Basketball,true,false,{},false
3199,Dragan,Bender,Dragan Bender,dragan bender,Basketball,true,false,{},false
3200,Dorian,Finney-Smith,Dorian Finney-Smith,dorian finney-smith,Basketball,true,false,{},false
3201,Domantas,Sabonis,Domantas Sabonis,domantas sabonis,Basketball,true,false,{},false
3202,Diamond,Stone,Diamond Stone,diamond stone,Basketball,true,false,{},false
3203,Deyonta,Davis,Deyonta Davis,deyonta davis,Basketball,true,false,{},false
3204,Isaiah,Whitehead,Isaiah Whitehead,isaiah whitehead,Basketball,true,false,{},false
3205,Ivica,Zubac,Ivica Zubac,ivica zubac,Basketball,true,false,{},false
3206,Isaiah,Taylor,Isaiah Taylor,isaiah taylor,Basketball,true,false,{},false
3207,Henry,Ellenson,Henry Ellenson,henry ellenson,Basketball,true,false,{},false
3208,Georgios,Papagiannis,Georgios Papagiannis,georgios papagiannis,Basketball,true,false,{},false
3209,Georges,Niang,Georges Niang,georges niang,Basketball,true,false,{},false
3210,Gary,Payton II,Gary Payton II,gary payton ii,Basketball,true,false,{},false
3211,Matt,Costello,Matt Costello,matt costello,Basketball,true,false,{},false
3212,Matt,Williams Jr.,Matt Williams Jr.,matt williams jr.,Basketball,true,false,{},false
3213,Markelle,Fultz,Markelle Fultz,markelle fultz,Basketball,true,false,{},false
3214,Marcus,Paige,Marcus Paige,marcus paige,Basketball,true,false,{},false
3215,Marcus,Morris Sr.,Marcus Morris Sr.,marcus morris sr.,Basketball,true,false,{},false
3216,Malcolm,Miller,Malcolm Miller,malcolm miller,Basketball,true,false,{},false
3217,Malik,Monk,Malik Monk,malik monk,Basketball,true,false,{},false
3218,Mangok,Mathiang,Mangok Mathiang,mangok mathiang,Basketball,true,false,{},false
3219,Maxi,Kleber,Maxi Kleber,maxi kleber,Basketball,true,false,{},false
3220,Nigel,Hayes,Nigel Hayes,nigel hayes,Basketball,true,false,{},false
3221,Naz,Mitrou-Long,Naz Mitrou-Long,naz mitrou-long,Basketball,true,false,{},false
3222,Myke,Henry,Myke Henry,myke henry,Basketball,true,false,{},false
3223,Monte,Morris,Monte Morris,monte morris,Basketball,true,false,{},false
3224,Milton,Doyle,Milton Doyle,milton doyle,Basketball,true,false,{},false
3225,Milos,Teodosic,Milos Teodosic,milos teodosic,Basketball,true,false,{},false
3226,Kadeem,Allen,Kadeem Allen,kadeem allen,Basketball,true,false,{},false
3227,Josh,Magette,Josh Magette,josh magette,Basketball,true,false,{},false
3228,Josh,Hart,Josh Hart,josh hart,Basketball,true,false,{},false
3229,OG,Anunoby,OG Anunoby,og anunoby,Basketball,true,false,{},false
3230,Justin,Patton,Justin Patton,justin patton,Basketball,true,false,{},false
3231,Khem,Birch,Khem Birch,khem birch,Basketball,true,false,{},false
3232,Luke,Kornet,Luke Kornet,luke kornet,Basketball,true,false,{},false
3233,Luke,Kennard,Luke Kennard,luke kennard,Basketball,true,false,{},false
3234,Lonzo,Ball,Lonzo Ball,lonzo ball,Basketball,true,false,{},false
3235,London,Perrantes,London Perrantes,london perrantes,Basketball,true,false,{},false
3236,Lauri,Markkanen,Lauri Markkanen,lauri markkanen,Basketball,true,false,{},false
3237,Kyle,Kuzma,Kyle Kuzma,kyle kuzma,Basketball,true,false,{},false
3238,Kyle,Collinsworth,Kyle Collinsworth,kyle collinsworth,Basketball,true,false,{},false
3239,Kobi,Simmons,Kobi Simmons,kobi simmons,Basketball,true,false,{},false
3240,Wes,Iwundu,Wes Iwundu,wes iwundu,Basketball,true,false,{},false
3241,Tyler,Cavanaugh,Tyler Cavanaugh,tyler cavanaugh,Basketball,true,false,{},false
3242,Trey,McKinney-Jones,Trey McKinney-Jones,trey mckinney-jones,Basketball,true,false,{},false
3243,Torrey,Craig,Torrey Craig,torrey craig,Basketball,true,false,{},false
3244,Tyler,Dorsey,Tyler Dorsey,tyler dorsey,Basketball,true,false,{},false
3245,Tony,Bradley,Tony Bradley,tony bradley,Basketball,true,false,{},false
3246,Thomas,Bryant,Thomas Bryant,thomas bryant,Basketball,true,false,{},false
3247,Terrance,Ferguson,Terrance Ferguson,terrance ferguson,Basketball,true,false,{},false
3248,Tyler,Lydon,Tyler Lydon,tyler lydon,Basketball,true,false,{},false
3249,Zach,Collins,Zach Collins,zach collins,Basketball,true,false,{},false
3250,Xavier,Rathan-Mayes,Xavier Rathan-Mayes,xavier rathan-mayes,Basketball,true,false,{},false
3251,Josh,Gray,Josh Gray,josh gray,Basketball,true,false,{},false
3252,Walt,Lemon Jr.,Walt Lemon Jr.,walt lemon jr.,Basketball,true,false,{},false
3253,Vincent,Hunter,Vincent Hunter,vincent hunter,Basketball,true,false,{},false
3254,Tyrone,Wallace,Tyrone Wallace,tyrone wallace,Basketball,true,false,{},false
3255,Omari,Johnson,Omari Johnson,omari johnson,Basketball,true,false,{},false
3256,TJ,Leaf,TJ Leaf,tj leaf,Basketball,true,false,{},false
3257,Reggie,Hearn,Reggie Hearn,reggie hearn,Basketball,true,false,{},false
3258,PJ,Dozier,PJ Dozier,pj dozier,Basketball,true,false,{},false
3259,P.J.,Tucker,P.J. Tucker,p.j. tucker,Basketball,true,false,{},false
3260,Rodney,Purvis,Rodney Purvis,rodney purvis,Basketball,true,false,{},false
3261,T.J.,Warren,T.J. Warren,t.j. warren,Basketball,true,false,{},false
3262,Sterling,Brown,Sterling Brown,sterling brown,Basketball,true,false,{},false
3263,Sindarius,Thornwell,Sindarius Thornwell,sindarius thornwell,Basketball,true,false,{},false
3264,Shaquille,Harrison,Shaquille Harrison,shaquille harrison,Basketball,true,false,{},false
3265,Semi,Ojeleye,Semi Ojeleye,semi ojeleye,Basketball,true,false,{},false
3266,Ryan,Arcidiacono,Ryan Arcidiacono,ryan arcidiacono,Basketball,true,false,{},false
3267,Royce,O'Neale,Royce O'Neale,royce o'neale,Basketball,true,false,{},false
3268,Edmond,Sumner,Edmond Sumner,edmond sumner,Basketball,true,false,{},false
3269,Daniel,Theis,Daniel Theis,daniel theis,Basketball,true,false,{},false
3270,Daniel,Hamilton,Daniel Hamilton,daniel hamilton,Basketball,true,false,{},false
3271,Damyean,Dotson,Damyean Dotson,damyean dotson,Basketball,true,false,{},false
3272,Damion,Lee,Damion Lee,damion lee,Basketball,true,false,{},false
3273,Dakari,Johnson,Dakari Johnson,dakari johnson,Basketball,true,false,{},false
3274,D.J.,Wilson,D.J. Wilson,d.j. wilson,Basketball,true,false,{},false
3275,Chris,Boucher,Chris Boucher,chris boucher,Basketball,true,false,{},false
3276,Charles,Cooke,Charles Cooke,charles cooke,Basketball,true,false,{},false
3277,Danuel,House Jr.,Danuel House Jr.,danuel house jr.,Basketball,true,false,{},false
3278,Devin,Robinson,Devin Robinson,devin robinson,Basketball,true,false,{},false
3279,Derrick,White,Derrick White,derrick white,Basketball,true,false,{},false
3280,Derrick,Walton Jr.,Derrick Walton Jr.,derrick walton jr.,Basketball,true,false,{},false
3281,Dennis,Smith Jr.,Dennis Smith Jr.,dennis smith jr.,Basketball,true,false,{},false
3282,De'Aaron,Fox,De'Aaron Fox,de'aaron fox,Basketball,true,false,{},false
3283,Davon,Reed,Davon Reed,davon reed,Basketball,true,false,{},false
3284,Cedi,Osman,Cedi Osman,cedi osman,Basketball,true,false,{},false
3285,Ante,Zizic,Ante Zizic,ante zizic,Basketball,true,false,{},false
3286,Andrew,White III,Andrew White III,andrew white iii,Basketball,true,false,{},false
3287,Andre,Ingram,Andre Ingram,andre ingram,Basketball,true,false,{},false
3288,Alfonzo,McKinnie,Alfonzo McKinnie,alfonzo mckinnie,Basketball,true,false,{},false
3289,Alec,Peters,Alec Peters,alec peters,Basketball,true,false,{},false
3290,Abdel,Nader,Abdel Nader,abdel nader,Basketball,true,false,{},false
3291,Aaron,Jackson,Aaron Jackson,aaron jackson,Basketball,true,false,{},false
3292,Alex,Caruso,Alex Caruso,alex caruso,Basketball,true,false,{},false
3293,Antonius,Cleveland,Antonius Cleveland,antonius cleveland,Basketball,true,false,{},false
3294,Caleb,Swanigan,Caleb Swanigan,caleb swanigan,Basketball,true,false,{},false
3295,C.J.,Williams,C.J. Williams,c.j. williams,Basketball,true,false,{},false
3296,Brandon,Paul,Brandon Paul,brandon paul,Basketball,true,false,{},false
3297,Antonio,Blakeney,Antonio Blakeney,antonio blakeney,Basketball,true,false,{},false
3298,Bogdan,Bogdanovic,Bogdan Bogdanovic,bogdan bogdanovic,Basketball,true,false,{},false
3299,Ben,Simmons,Ben Simmons,ben simmons,Basketball,true,false,{},false
3300,Ben,Moore,Ben Moore,ben moore,Basketball,true,false,{},false
3301,Dillon,Brooks,Dillon Brooks,dillon brooks,Basketball,true,false,{},false
3302,Jaylen,Morris,Jaylen Morris,jaylen morris,Basketball,true,false,{},false
3303,Jawun,Evans,Jawun Evans,jawun evans,Basketball,true,false,{},false
3304,Jarrett,Allen,Jarrett Allen,jarrett allen,Basketball,true,false,{},false
3305,Jamil,Wilson,Jamil Wilson,jamil wilson,Basketball,true,false,{},false
3306,James,Webb III,James Webb III,james webb iii,Basketball,true,false,{},false
3307,Jayson,Tatum,Jayson Tatum,jayson tatum,Basketball,true,false,{},false
3308,Jamel,Artis,Jamel Artis,jamel artis,Basketball,true,false,{},false
3309,Jameel,Warney,Jameel Warney,jameel warney,Basketball,true,false,{},false
3310,Jalen,Jones,Jalen Jones,jalen jones,Basketball,true,false,{},false
3311,Jacob,Wiley,Jacob Wiley,jacob wiley,Basketball,true,false,{},false
3312,Jacob,Pullen,Jacob Pullen,jacob pullen,Basketball,true,false,{},false
3313,Jordan,Bell,Jordan Bell,jordan bell,Basketball,true,false,{},false
3314,Jonathan,Isaac,Jonathan Isaac,jonathan isaac,Basketball,true,false,{},false
3315,Johnathan,Motley,Johnathan Motley,johnathan motley,Basketball,true,false,{},false
3316,John,Holland,John Holland,john holland,Basketball,true,false,{},false
3317,John,Collins,John Collins,john collins,Basketball,true,false,{},false
3318,Jabari,Bird,Jabari Bird,jabari bird,Basketball,true,false,{},false
3319,Furkan,Korkmaz,Furkan Korkmaz,furkan korkmaz,Basketball,true,false,{},false
3320,Frank,Ntilikina,Frank Ntilikina,frank ntilikina,Basketball,true,false,{},false
3321,Frank,Mason,Frank Mason,frank mason,Basketball,true,false,{},false
3322,Erik,McCree,Erik McCree,erik mccree,Basketball,true,false,{},false
3323,Dwayne,Bacon,Dwayne Bacon,dwayne bacon,Basketball,true,false,{},false
3324,Donovan,Mitchell,Donovan Mitchell,donovan mitchell,Basketball,true,false,{},false
3325,Ivan,Rabb,Ivan Rabb,ivan rabb,Basketball,true,false,{},false
3326,Isaiah,Hicks,Isaiah Hicks,isaiah hicks,Basketball,true,false,{},false
3327,Ike,Anigbogu,Ike Anigbogu,ike anigbogu,Basketball,true,false,{},false
3328,Guerschon,Yabusele,Guerschon Yabusele,guerschon yabusele,Basketball,true,false,{},false
3329,Gian,Clavell,Gian Clavell,gian clavell,Basketball,true,false,{},false
3330,Zhou,Qi,Zhou Qi,zhou qi,Basketball,true,false,{},false
3331,Bam,Adebayo,Bam Adebayo,bam adebayo,Basketball,true,false,{},false
3332,Gary,Clark,Gary Clark,gary clark,Basketball,true,false,{},false
3333,Gary,Trent Jr.,Gary Trent Jr.,gary trent jr.,Basketball,true,false,{},false
3334,George,King,George King,george king,Basketball,true,false,{},false
3335,Grayson,Allen,Grayson Allen,grayson allen,Basketball,true,false,{},false
3336,Hamidou,Diallo,Hamidou Diallo,hamidou diallo,Basketball,true,false,{},false
3337,Harry,Giles III,Harry Giles III,harry giles iii,Basketball,true,false,{},false
3338,Haywood,Highsmith,Haywood Highsmith,haywood highsmith,Basketball,true,false,{},false
3339,Frank,Jackson,Frank Jackson,frank jackson,Basketball,true,false,{},false
3340,Donte,DiVincenzo,Donte DiVincenzo,donte divincenzo,Basketball,true,false,{},false
3341,Donte,Grantham,Donte Grantham,donte grantham,Basketball,true,false,{},false
3342,Drew,Eubanks,Drew Eubanks,drew eubanks,Basketball,true,false,{},false
3343,Duncan,Robinson,Duncan Robinson,duncan robinson,Basketball,true,false,{},false
3344,Dusty,Hannahs,Dusty Hannahs,dusty hannahs,Basketball,true,false,{},false
3345,Dzanan,Musa,Dzanan Musa,dzanan musa,Basketball,true,false,{},false
3346,Elie,Okobo,Elie Okobo,elie okobo,Basketball,true,false,{},false
3347,Emanuel,Terry,Emanuel Terry,emanuel terry,Basketball,true,false,{},false
3348,Isaac,Bonga,Isaac Bonga,isaac bonga,Basketball,true,false,{},false
3349,Isaac,Humphries,Isaac Humphries,isaac humphries,Basketball,true,false,{},false
3350,Jarred,Vanderbilt,Jarred Vanderbilt,jarred vanderbilt,Basketball,true,false,{},false
3351,Jaylen,Adams,Jaylen Adams,jaylen adams,Basketball,true,false,{},false
3352,Jemerrio,Jones,Jemerrio Jones,jemerrio jones,Basketball,true,false,{},false
3353,Jerome,Robinson,Jerome Robinson,jerome robinson,Basketball,true,false,{},false
3354,Jevon,Carter,Jevon Carter,jevon carter,Basketball,true,false,{},false
3355,Joe,Chealey,Joe Chealey,joe chealey,Basketball,true,false,{},false
3356,Jaron,Blossomgame,Jaron Blossomgame,jaron blossomgame,Basketball,true,false,{},false
3357,Jaren,Jackson Jr.,Jaren Jackson Jr.,jaren jackson jr.,Basketball,true,false,{},false
3358,Jared,Terrell,Jared Terrell,jared terrell,Basketball,true,false,{},false
3359,Isaiah,Briscoe,Isaiah Briscoe,isaiah briscoe,Basketball,true,false,{},false
3360,Isaiah,Hartenstein,Isaiah Hartenstein,isaiah hartenstein,Basketball,true,false,{},false
3361,J.P.,Macura,J.P. Macura,j.p. macura,Basketball,true,false,{},false
3362,Jacob,Evans,Jacob Evans,jacob evans,Basketball,true,false,{},false
3363,Jalen,Brunson,Jalen Brunson,jalen brunson,Basketball,true,false,{},false
3364,BJ,Johnson,BJ Johnson,bj johnson,Basketball,true,false,{},false
3365,Billy,Garrett,Billy Garrett,billy garrett,Basketball,true,false,{},false
3366,Bonzie,Colson,Bonzie Colson,bonzie colson,Basketball,true,false,{},false
3367,Brad,Wanamaker,Brad Wanamaker,brad wanamaker,Basketball,true,false,{},false
3368,Brandon,Goodwin,Brandon Goodwin,brandon goodwin,Basketball,true,false,{},false
3369,Brandon,Sampson,Brandon Sampson,brandon sampson,Basketball,true,false,{},false
3370,Bruce,Brown,Bruce Brown,bruce brown,Basketball,true,false,{},false
3371,Cameron,Reynolds,Cameron Reynolds,cameron reynolds,Basketball,true,false,{},false
3372,Zhaire,Smith,Zhaire Smith,zhaire smith,Basketball,true,false,{},false
3373,Aaron,Holiday,Aaron Holiday,aaron holiday,Basketball,true,false,{},false
3374,Alize,Johnson,Alize Johnson,alize johnson,Basketball,true,false,{},false
3375,Allonzo,Trier,Allonzo Trier,allonzo trier,Basketball,true,false,{},false
3376,Amile,Jefferson,Amile Jefferson,amile jefferson,Basketball,true,false,{},false
3377,Anfernee,Simons,Anfernee Simons,anfernee simons,Basketball,true,false,{},false
3378,Angel,Delgado,Angel Delgado,angel delgado,Basketball,true,false,{},false
3379,Chandler,Hutchison,Chandler Hutchison,chandler hutchison,Basketball,true,false,{},false
3380,De'Anthony,Melton,De'Anthony Melton,de'anthony melton,Basketball,true,false,{},false
3381,DeVaughn,Akoon-Purcell,DeVaughn Akoon-Purcell,devaughn akoon-purcell,Basketball,true,false,{},false
3382,Deandre,Ayton,Deandre Ayton,deandre ayton,Basketball,true,false,{},false
3383,Deng,Adel,Deng Adel,deng adel,Basketball,true,false,{},false
3384,Deonte,Burton,Deonte Burton,deonte burton,Basketball,true,false,{},false
3385,Devonte',Graham,Devonte' Graham,devonte' graham,Basketball,true,false,{},false
3386,Chimezie,Metu,Chimezie Metu,chimezie metu,Basketball,true,false,{},false
3387,Chris,Chiozza,Chris Chiozza,chris chiozza,Basketball,true,false,{},false
3388,Collin,Sexton,Collin Sexton,collin sexton,Basketball,true,false,{},false
3389,Dairis,Bertans,Dairis Bertans,dairis bertans,Basketball,true,false,{},false
3390,Daryl,Macon,Daryl Macon,daryl macon,Basketball,true,false,{},false
3391,Johnathan,Williams,Johnathan Williams,johnathan williams,Basketball,true,false,{},false
3392,Ryan,Broekhoff,Ryan Broekhoff,ryan broekhoff,Basketball,true,false,{},false
3393,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,shai gilgeous-alexander,Basketball,true,false,{},false
3394,Shake,Milton,Shake Milton,shake milton,Basketball,true,false,{},false
3395,Svi,Mykhailiuk,Svi Mykhailiuk,svi mykhailiuk,Basketball,true,false,{},false
3396,Tahjere,McCall,Tahjere McCall,tahjere mccall,Basketball,true,false,{},false
3397,Rawle,Alkins,Rawle Alkins,rawle alkins,Basketball,true,false,{},false
3398,Ray,Spalding,Ray Spalding,ray spalding,Basketball,true,false,{},false
3399,Robert,Williams III,Robert Williams III,robert williams iii,Basketball,true,false,{},false
3400,Rodions,Kurucs,Rodions Kurucs,rodions kurucs,Basketball,true,false,{},false
3401,Vincent,Edwards,Vincent Edwards,vincent edwards,Basketball,true,false,{},false
3402,Wendell,Carter Jr.,Wendell Carter Jr.,wendell carter jr.,Basketball,true,false,{},false
3403,Yante,Maten,Yante Maten,yante maten,Basketball,true,false,{},false
3404,Yuta,Watanabe,Yuta Watanabe,yuta watanabe,Basketball,true,false,{},false
3405,Zach,Lofton,Zach Lofton,zach lofton,Basketball,true,false,{},false
3406,Theo,Pinson,Theo Pinson,theo pinson,Basketball,true,false,{},false
3407,Thomas,Welsh,Thomas Welsh,thomas welsh,Basketball,true,false,{},false
3408,Trae,Young,Trae Young,trae young,Basketball,true,false,{},false
3409,Trevon,Duval,Trevon Duval,trevon duval,Basketball,true,false,{},false
3410,Troy,Brown Jr.,Troy Brown Jr.,troy brown jr.,Basketball,true,false,{},false
3411,Troy,Caupain,Troy Caupain,troy caupain,Basketball,true,false,{},false
3412,Tyler,Davis,Tyler Davis,tyler davis,Basketball,true,false,{},false
3413,Omari,Spellman,Omari Spellman,omari spellman,Basketball,true,false,{},false
3414,Kenrich,Williams,Kenrich Williams,kenrich williams,Basketball,true,false,{},false
3415,Kevin,Huerter,Kevin Huerter,kevin huerter,Basketball,true,false,{},false
3416,Kevin,Knox II,Kevin Knox II,kevin knox ii,Basketball,true,false,{},false
3417,Khyri,Thomas,Khyri Thomas,khyri thomas,Basketball,true,false,{},false
3418,Kostas,Antetokounmpo,Kostas Antetokounmpo,kostas antetokounmpo,Basketball,true,false,{},false
3419,Landry,Shamet,Landry Shamet,landry shamet,Basketball,true,false,{},false
3420,Keita,Bates-Diop,Keita Bates-Diop,keita bates-diop,Basketball,true,false,{},false
3421,Jonah,Bolden,Jonah Bolden,jonah bolden,Basketball,true,false,{},false
3422,Jordan,Loyd,Jordan Loyd,jordan loyd,Basketball,true,false,{},false
3423,Jordan,Sibert,Jordan Sibert,jordan sibert,Basketball,true,false,{},false
3424,Julian,Washburn,Julian Washburn,julian washburn,Basketball,true,false,{},false
3425,Josh,Okogie,Josh Okogie,josh okogie,Basketball,true,false,{},false
3426,Mikal,Bridges,Mikal Bridges,mikal bridges,Basketball,true,false,{},false
3427,Miles,Bridges,Miles Bridges,miles bridges,Basketball,true,false,{},false
3428,Mitchell,Creek,Mitchell Creek,mitchell creek,Basketball,true,false,{},false
3429,Mitchell,Robinson,Mitchell Robinson,mitchell robinson,Basketball,true,false,{},false
3430,Mo,Bamba,Mo Bamba,mo bamba,Basketball,true,false,{},false
3431,Moritz,Wagner,Moritz Wagner,moritz wagner,Basketball,true,false,{},false
3432,Lonnie,Walker IV,Lonnie Walker IV,lonnie walker iv,Basketball,true,false,{},false
3433,Melvin,Frazier Jr.,Melvin Frazier Jr.,melvin frazier jr.,Basketball,true,false,{},false
3434,Luka,Doncic,Luka Doncic,luka doncic,Basketball,true,false,{},false
3435,Marcus,Derrickson,Marcus Derrickson,marcus derrickson,Basketball,true,false,{},false
3436,Marvin,Bagley III,Marvin Bagley III,marvin bagley iii,Basketball,true,false,{},false
3437,Jalen,McDaniels,Jalen McDaniels,jalen mcdaniels,Basketball,true,false,{},false
3438,Jalen,Lecque,Jalen Lecque,jalen lecque,Basketball,true,false,{},false
3439,Jared,Harper,Jared Harper,jared harper,Basketball,true,false,{},false
3440,Jeremiah,Martin,Jeremiah Martin,jeremiah martin,Basketball,true,false,{},false
3441,Jaylen,Nowell,Jaylen Nowell,jaylen nowell,Basketball,true,false,{},false
3442,Jaylen,Hoard,Jaylen Hoard,jaylen hoard,Basketball,true,false,{},false
3443,Jaxson,Hayes,Jaxson Hayes,jaxson hayes,Basketball,true,false,{},false
3444,Javonte,Green,Javonte Green,javonte green,Basketball,true,false,{},false
3445,Jarrett,Culver,Jarrett Culver,jarrett culver,Basketball,true,false,{},false
3446,Jarrell,Brantley,Jarrell Brantley,jarrell brantley,Basketball,true,false,{},false
3447,Ja,Morant,Ja Morant,ja morant,Basketball,true,false,{},false
3448,Goga,Bitadze,Goga Bitadze,goga bitadze,Basketball,true,false,{},false
3449,Gabe,Vincent,Gabe Vincent,gabe vincent,Basketball,true,false,{},false
3450,Garrison,Mathews,Garrison Mathews,garrison mathews,Basketball,true,false,{},false
3451,Grant,Williams,Grant Williams,grant williams,Basketball,true,false,{},false
3452,Isaiah,Roby,Isaiah Roby,isaiah roby,Basketball,true,false,{},false
3453,Ignas,Brazdeikis,Ignas Brazdeikis,ignas brazdeikis,Basketball,true,false,{},false
3454,Kevin,Porter Jr.,Kevin Porter Jr.,kevin porter jr.,Basketball,true,false,{},false
3455,Kevin,Hervey,Kevin Hervey,kevin hervey,Basketball,true,false,{},false
3456,Keldon,Johnson,Keldon Johnson,keldon johnson,Basketball,true,false,{},false
3457,Kelan,Martin,Kelan Martin,kelan martin,Basketball,true,false,{},false
3458,Kendrick,Nunn,Kendrick Nunn,kendrick nunn,Basketball,true,false,{},false
3459,Kyle,Guy,Kyle Guy,kyle guy,Basketball,true,false,{},false
3460,Kyle,Alexander,Kyle Alexander,kyle alexander,Basketball,true,false,{},false
3461,Ky,Bowman,Ky Bowman,ky bowman,Basketball,true,false,{},false
3462,KZ,Okpala,KZ Okpala,kz okpala,Basketball,true,false,{},false
3463,Juwan,Morgan,Juwan Morgan,juwan morgan,Basketball,true,false,{},false
3464,Jordan,McLaughlin,Jordan McLaughlin,jordan mclaughlin,Basketball,true,false,{},false
3465,Jordan,Bone,Jordan Bone,jordan bone,Basketball,true,false,{},false
3466,John,Konchar,John Konchar,john konchar,Basketball,true,false,{},false
3467,Jordan,Poole,Jordan Poole,jordan poole,Basketball,true,false,{},false
3468,Justin,Wright-Foreman,Justin Wright-Foreman,justin wright-foreman,Basketball,true,false,{},false
3469,Justin,Robinson,Justin Robinson,justin robinson,Basketball,true,false,{},false
3470,Justin,James,Justin James,justin james,Basketball,true,false,{},false
3471,Juan,Toscano-Anderson,Juan Toscano-Anderson,juan toscano-anderson,Basketball,true,false,{},false
3472,Josh,Reaves,Josh Reaves,josh reaves,Basketball,true,false,{},false
3473,Caleb,Martin,Caleb Martin,caleb martin,Basketball,true,false,{},false
3474,Bruno,Fernando,Bruno Fernando,bruno fernando,Basketball,true,false,{},false
3475,Brian,Bowen II,Brian Bowen II,brian bowen ii,Basketball,true,false,{},false
3476,Brandon,Clarke,Brandon Clarke,brandon clarke,Basketball,true,false,{},false
3477,Cam,Reddish,Cam Reddish,cam reddish,Basketball,true,false,{},false
3478,Cameron,Johnson,Cameron Johnson,cameron johnson,Basketball,true,false,{},false
3479,Chris,Silva,Chris Silva,chris silva,Basketball,true,false,{},false
3480,Chris,Clemons,Chris Clemons,chris clemons,Basketball,true,false,{},false
3481,Charlie,Brown Jr.,Charlie Brown Jr.,charlie brown jr.,Basketball,true,false,{},false
3482,Carsen,Edwards,Carsen Edwards,carsen edwards,Basketball,true,false,{},false
3483,Bol,Bol,Bol Bol,bol bol,Basketball,true,false,{},false
3484,Coby,White,Coby White,coby white,Basketball,true,false,{},false
3485,Alen,Smailagic,Alen Smailagic,alen smailagic,Basketball,true,false,{},false
3486,Admiral,Schofield,Admiral Schofield,admiral schofield,Basketball,true,false,{},false
3487,Adam,Mokoka,Adam Mokoka,adam mokoka,Basketball,true,false,{},false
3488,Amir,Coffey,Amir Coffey,amir coffey,Basketball,true,false,{},false
3489,Anzejs,Pasecniks,Anzejs Pasecniks,anzejs pasecniks,Basketball,true,false,{},false
3490,Cody,Martin,Cody Martin,cody martin,Basketball,true,false,{},false
3491,Donta,Hall,Donta Hall,donta hall,Basketball,true,false,{},false
3492,Dewan,Hernandez,Dewan Hernandez,dewan hernandez,Basketball,true,false,{},false
3493,Devontae,Cacok,Devontae Cacok,devontae cacok,Basketball,true,false,{},false
3494,Devon,Hall,Devon Hall,devon hall,Basketball,true,false,{},false
3495,Eric,Paschall,Eric Paschall,eric paschall,Basketball,true,false,{},false
3496,Eric,Mika,Eric Mika,eric mika,Basketball,true,false,{},false
3497,Daniel,Gafford,Daniel Gafford,daniel gafford,Basketball,true,false,{},false
3498,DaQuan,Jeffries,DaQuan Jeffries,daquan jeffries,Basketball,true,false,{},false
